,R,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,Key,P/B,시작,종지,다음코드,Tempo,Inversion,,,,artist,Ban,Level,Chromatic Scale,Tension,Complexity,,코드 다양,코드 다양(3화음),코드 바뀜,코드 바뀜(3화음 기준),한마디 코드수,한마디 코드수(3화음),AY~BB,EvoM,Alternative,Country,folk,pop,Dance,EDM,Techno,Rock,E-listening,Classic,Ballad,RnB/Soul,Soul,R+S,Funk,Disco,Nu Disco,Hip Hop 1,Hip Hop 2,Boombap,Trap,Jazz,Lofi,K-pop,Trot,Ppong,T+P,Children,,15634,1564,6415,1364,6545,1645,1465,1545,12151,4536,3625,6251,1214,4125,44m1,5415,1451,42151,15471,678,선택안됨,이별,사랑,인생,향수,자연,기타,,,,,,,,,,,,,,,d
Gaseum apeuge - c2 half,Am_(M7),,,,,,,,,,,,,,,,Dm,,,,,,,,Am,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,E,,,,,,,,,,,,,,,,Am_(M7),,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - c2 half,Nam Jin,,,18%,0%,9%,,#DIV/0!,4,13,13,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Gaseum apeuge - c2 half,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - i,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - i,Nam Jin,,4,5%,0%,3%,,#DIV/0!,3,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,,1,,Gaseum apeuge - i,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - v1,Am,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,Dm,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - v1,Nam Jin,,4,4%,0%,2%,,#DIV/0!,4,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Gaseum apeuge - v1,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - v2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - v2,Nam Jin,,4,4%,0%,2%,,#DIV/0!,4,13,13,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Gaseum apeuge - v2,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - c1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Gaseum apeuge - c1,Nam Jin,,,13%,0%,6%,,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Gaseum apeuge - c1,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - c2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - c2,Nam Jin,,,11%,0%,6%,,#DIV/0!,4,7,7,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Gaseum apeuge - c2,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Gaseum apeuge - c3,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am_7,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Gaseum apeuge - c3,Nam Jin,,,10%,4%,7%,,#DIV/0!,4,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Gaseum apeuge - c3,,,,,,,,,,,,,,,,,,,,,o,o,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - i,Am,,,,,,,,,,,,,,,,E,,,,,,,,C,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Chupungnyeong - i,Nam Sang-kyu,,,9%,0%,4%,,#DIV/0!,5,15,15,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - i,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - v1,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Chupungnyeong - v1,Nam Sang-kyu,,4,5%,0%,3%,,#DIV/0!,6,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - v2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Chupungnyeong - v2,Nam Sang-kyu,,4,5%,0%,3%,,#DIV/0!,4,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - v2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - c1,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Chupungnyeong - c1,Nam Sang-kyu,,,8%,3%,5%,,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - c1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - c2,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Chupungnyeong - c2,Nam Sang-kyu,,,5%,0%,3%,,#DIV/0!,4,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - c2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Chupungnyeong - c3,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,Am_9,,,,,,,,Am,O,,,,,0.0%,,,Chupungnyeong - c3,Nam Sang-kyu,,,5%,3%,4%,,#DIV/0!,4,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Chupungnyeong - c3,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Cheonnyeon jigi - i,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Cheonnyeon jigi - i,Yu Jinpyo,,1,0%,0%,0%,,#DIV/0!,5,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Cheonnyeon jigi - i,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheonnyeon jigi - v1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,0.0%,,,Cheonnyeon jigi - v1,Yu Jinpyo,,1,0%,0%,0%,,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Cheonnyeon jigi - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Cheonnyeon jigi - v2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,C/3,,,,G/5,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,6.3%,,,Cheonnyeon jigi - v2,Yu Jinpyo,,1,0%,0%,0%,,#DIV/0!,6,9,9,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Cheonnyeon jigi - v2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Cheonnyeon jigi - c1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,0.0%,,,Cheonnyeon jigi - c1,Yu Jinpyo,,,10%,0%,5%,,#DIV/0!,4,5,5,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Cheonnyeon jigi - c1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Cheonnyeon jigi - c2,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,D_7/3,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,O,,,,,12.5%,,,Cheonnyeon jigi - c2,Yu Jinpyo,,4,3%,3%,3%,,#DIV/0!,5,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Cheonnyeon jigi - c2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - i,Dm,,,,,,,,,,,,,,,,Dm,,,,Dm_6,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,Am_6,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,Am_6,,,,,,,,,,,,Am,O,,,,,0.0%,,,Andongnyeok eseo - i,Jinseong,,,8%,6%,7%,,#DIV/0!,4,12,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - i,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - v1,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,C,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Andongnyeok eseo - v1,Jinseong,,4,5%,3%,4%,,#DIV/0!,6,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - v2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Andongnyeok eseo - v2,Jinseong,,4,3%,0%,1%,,#DIV/0!,5,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - v2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - c1,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Andongnyeok eseo - c1,Jinseong,,,8%,3%,5%,,#DIV/0!,6,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - c1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - c2,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bhdim_(6),,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Andongnyeok eseo - c2,Jinseong,,,15%,10%,13%,,#DIV/0!,4,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - c2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - c3,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Andongnyeok eseo - c3,Jinseong,,4,5%,5%,5%,,#DIV/0!,4,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - c3,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Andongnyeok eseo - t,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,F,,,,,,,,E_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Andongnyeok eseo - t,Jinseong,,,8%,8%,8%,,#DIV/0!,5,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Andongnyeok eseo - t,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dangsin kke man - i,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Dangsin kke man - i,Lee Eunha,,4,3%,0%,1%,,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Dangsin kke man - i,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dangsin kke man - v1,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Dangsin kke man - v1,Lee Eunha,,4,5%,0%,3%,,#DIV/0!,6,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Dangsin kke man - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dangsin kke man - v2,Am,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Dm,,,,,,,,Am/3,,,,E/5,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,6.3%,,,Dangsin kke man - v2,Lee Eunha,,,6%,0%,3%,,#DIV/0!,7,15,15,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Dangsin kke man - v2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dangsin kke man - c1,E/5,,,,,,,,,,,,,,,,Am/3,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,O,,,,,25.0%,,,Dangsin kke man - c1,Lee Eunha,,,13%,0%,6%,,#DIV/0!,6,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Dangsin kke man - c1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Dangsin kke man - c2,Am/3,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Dm,,,,,,,,Am/3,,,,E/5,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,18.8%,,,Dangsin kke man - c2,Lee Eunha,,,6%,0%,3%,,#DIV/0!,7,15,15,#DIV/0!,4,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Dangsin kke man - c2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Haengbok eul bineun maeum - v1,Am,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Haengbok eul bineun maeum - v1,Na hoon-a,,,6%,0%,3%,,#DIV/0!,4,11,11,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Haengbok eul bineun maeum - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Haengbok eul bineun maeum - v2,Am,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,Am,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Haengbok eul bineun maeum - v2,Na hoon-a,,,8%,0%,4%,,#DIV/0!,4,13,13,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Haengbok eul bineun maeum - v2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Haengbok eul bineun maeum - c1,E,,,,,,,,,,,,,,,,Am,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,Am,,,,,,,,E,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,Am,O,,,,,0.0%,,,Haengbok eul bineun maeum - c1,Na hoon-a,,,9%,0%,4%,,#DIV/0!,4,19,19,#DIV/0!,3,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Haengbok eul bineun maeum - c1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Haengbok eul bineun maeum - c2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,E_b6,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Haengbok eul bineun maeum - c2,Na hoon-a,,4,3%,1%,2%,,#DIV/0!,5,13,13,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Haengbok eul bineun maeum - c2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Haengbok eul bineun maeum - c3,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,E_b6,,,,,,,,E,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,Am_6,,,,,,,,Am,,,,,,0.0%,,,Haengbok eul bineun maeum - c3,Na hoon-a,,4,4%,3%,3%,,#DIV/0!,5,15,15,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Haengbok eul bineun maeum - c3,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Nim osin Mokpohang - i1,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Nim osin Mokpohang - i1,Namjin,,1,0%,0%,0%,,#DIV/0!,5,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nim osin Mokpohang - i1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Nim osin Mokpohang - i2,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Nim osin Mokpohang - i2,Namjin,,1,0%,0%,0%,,#DIV/0!,4,7,7,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nim osin Mokpohang - i2,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
Nim osin Mokpohang - v1,Am_(M7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,Dm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am,,,,,,0.0%,,,Nim osin Mokpohang - v1,Namjin,,,13%,8%,10%,,#DIV/0!,4,9,9,#DIV/0!,2,#DIV/0!,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,o,o,2,,Nim osin Mokpohang - v1,,,,,,,,,,,,,,,,,,,,,o,,,,,,,,,,,,,,,,,,,,,
